,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_SEPT,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,BILL_AMT_SEPT,BILL_AMT_AUG,BILL_AMT_JUL,BILL_AMT_JUN,BILL_AMT_MAY,BILL_AMT_APR,PAY_AMT_SEPT,PAY_AMT_AUG,PAY_AMT_JUL,PAY_AMT_JUN,PAY_AMT_MAY,PAY_AMT_APR
31315,277069.9331898916,2,2,1,37,0,0,0,0,0,0,253232.9995538455,256677.80204778802,112491.32293625276,116634.67714619412,120160.98854909332,117016.27812434202,10617.764677046787,9212.524633901208,9199.6522508189,5224.059242441882,5179.7897102257075,4276.018264067853
36185,200000.0,2,1,1,55,0,-1,-1,-1,-1,-1,292.69150708730024,443.8893658286544,-0.6260780900263108,37.56468540157864,46.9558567519733,290.50023377220816,443.8893658286544,0.0,38.190763491604955,93.9117135039466,290.50023377220816,145.25011688610408
33946,30000.0,2,2,1,37,0,0,0,0,0,0,17799.99277765744,18845.331057562136,19321.64977229652,20379.368220203607,21119.6651337521,20337.310307304928,1444.1105711539506,955.772030378508,1506.05672781178,1057.280367006013,448.99934410028465,1334.8260004332083
37136,50000.0,1,3,1,39,3,2,1,0,0,0,52668.63051025052,51562.31064415388,50201.3382456335,27844.21093544059,28501.028422288422,29052.925891747585,0.0,257.4338503028236,176.41405985218876,1165.9086280720107,25669.060498180028,1163.037054126208
23594,150000.0,2,3,1,41,0,0,0,0,0,-2,20934.0,21364.0,21196.0,21715.0,0.0,0.0,1500.0,1500.0,1000.0,0.0,0.0,0.0
20990,180000.0,1,1,2,31,1,2,2,2,2,2,172505.0,166692.0,176869.0,347813.0,171041.0,181637.0,0.0,16000.0,6000.0,0.0,15000.0,7000.0
45212,140000.0,2,3,1,29,1,0,0,0,0,0,142754.73485285311,141104.8218924149,141272.62730069985,139441.74624745423,141509.03223128655,141390.6356932643,5524.173141484202,5645.736191824447,5360.2569667958915,5232.981038593332,5389.642110217022,5310.64138479111
19060,50000.0,2,2,1,27,0,0,-1,-1,-1,-1,7439.0,8280.0,3403.0,1999.0,500.0,0.0,1028.0,3423.0,2005.0,501.0,0.0,0.0
5716,280000.0,2,1,1,41,0,0,0,0,0,0,99755.0,81244.0,81193.0,82470.0,49630.0,46517.0,3000.0,3007.0,5000.0,2000.0,1700.0,2000.0
351,200000.0,1,1,1,36,1,-2,-1,-1,-2,-1,-14386.0,-13543.0,3432.0,-3684.0,0.0,1386.0,10118.0,47015.0,0.0,4000.0,100000.0,10000.0
25380,90000.0,2,2,1,27,0,0,0,0,0,0,91367.0,64482.0,32037.0,14589.0,10237.0,10066.0,2121.0,1357.0,1037.0,243.0,244.0,226.0
42303,140000.0,2,2,1,43,0,0,-1,-1,-1,-1,1020.2454625356617,713.5971847535658,242.39318720765337,176.0485001917655,286.2747124780044,206.34764859272215,0.0,242.39318720765337,176.0485001917655,286.2747124780044,206.34764859272215,355.7537941560602
28697,330000.0,2,4,1,34,0,0,0,0,0,0,252755.0,272262.0,281220.0,121814.0,11383.0,13090.0,25000.0,15000.0,7000.0,3000.0,2000.0,90000.0
6745,310000.0,2,2,2,26,0,0,0,0,0,0,40604.0,42926.0,44209.0,45472.0,46739.0,47895.0,3000.0,2000.0,2000.0,2000.0,2000.0,1000.0
2076,20000.0,1,3,1,49,-1,-1,-1,-1,-1,-1,390.0,678.0,0.0,780.0,0.0,378.0,678.0,0.0,780.0,0.0,378.0,0.0
7746,170000.0,2,1,1,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5766,90000.0,2,3,2,26,0,0,0,0,0,0,14692.0,15722.0,16733.0,17453.0,17970.0,18175.0,1269.0,1280.0,1000.0,950.0,652.0,1000.0
645,150000.0,1,3,2,39,1,-1,-1,-2,-2,-2,214450.0,147280.0,150000.0,0.0,-5000.0,0.0,5180.0,5000.0,0.0,0.0,5000.0,0.0
1125,300000.0,1,1,1,38,-1,-1,-2,-2,-2,-2,2285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36174,142776.17281772982,2,1,1,29,1,1,1,1,1,1,93431.90602388498,96972.24295014473,98231.54147978293,99091.14802519222,100711.9321749344,99349.83175231118,5954.656777928696,3787.3916651967625,3586.119135911351,3569.4043204432455,999.422214382733,3367.281605743997
20498,330000.0,1,2,2,25,0,0,0,0,0,0,229229.0,227017.0,222040.0,218852.0,203312.0,196266.0,9520.0,8100.0,8500.0,7400.0,7200.0,7900.0
12045,80000.0,2,2,1,46,0,0,0,0,0,0,76270.0,77376.0,38556.0,34345.0,36020.0,38420.0,3400.0,3000.0,3000.0,3000.0,3000.0,3000.0
39924,87249.12953948724,2,3,2,27,0,0,0,0,0,0,39693.3070703838,40898.006338448824,41922.46312804083,42598.90978472431,43604.21241388913,42956.31180269641,2137.5435230256376,2000.0,1638.9933489335353,1699.3130746909753,1417.4738861846174,4210.984509543609
40288,20000.0,1,2,2,24,0,2,2,2,0,0,5316.3588876088115,5531.772825558782,6285.983713580168,6036.744299156516,7107.554922950163,9153.254053832346,450.30244503850736,1000.0,0.0,1175.453667557761,2175.453667557761,900.6048900770147
37265,40000.0,2,1,1,29,0,0,2,2,1,1,26674.924360633417,29467.14218091448,30322.933652750027,29536.179261840585,33891.94415015138,34489.29532575787,3243.9178484648883,1638.3622366843606,0.0,4833.726602099949,1303.7643342429055,65.50859712958948
27012,500000.0,1,1,1,43,0,0,0,0,0,0,124362.0,126860.0,129576.0,129863.0,120781.0,98163.0,4567.0,4787.0,4745.0,4256.0,3321.0,3326.0
33201,93439.92291095464,1,2,1,31,0,0,0,0,0,0,87181.78983011201,85928.7384033353,87586.38766575274,86944.2962867351,45956.78351550738,45379.187607092776,2015.9116894636377,3679.0164702431766,3020.719917044958,2354.133822403105,1378.1686012945538,1166.3274776373996
29139,110000.0,2,3,2,51,0,0,0,0,0,0,111255.0,110615.0,112071.0,89274.0,91413.0,95541.0,4112.0,4519.0,4000.0,4000.0,6000.0,4000.0
19119,110000.0,2,2,2,35,0,0,0,0,0,0,22514.0,23201.0,23914.0,24886.0,24903.0,25102.0,1378.0,1723.0,1695.0,1028.0,1056.0,907.0
27603,100000.0,2,2,2,28,0,0,0,0,0,0,50697.0,51813.0,53416.0,32422.0,33177.0,42560.0,1959.0,2545.0,1513.0,1268.0,10000.0,10000.0
37192,51338.31888207936,2,2,2,23,0,0,0,0,0,-1,695.6859104290003,20.074783231190423,695.6859104290003,357.88034683009533,357.88034683009533,453.15883912722234,0.0,675.6111271978099,0.0,337.80556359890494,453.15883912722234,21792.878450338925
35659,30000.0,1,2,1,29,0,0,0,0,0,0,23790.80785655901,25403.968576692554,22403.72178558402,23738.09645244771,24040.484893383073,24801.113653064316,2334.2135320569587,1873.1733520235732,2018.098356083782,986.1844610047465,1292.7669150711981,1596.7087729667742
38941,30000.0,1,2,2,42,0,-1,-1,-1,-1,-1,1975.736331526658,0.0,261.55368950963907,261.55368950963907,261.55368950963907,0.0,0.0,261.55368950963907,261.55368950963907,261.55368950963907,0.0,523.1073790192781
36200,150000.0,1,1,2,31,0,0,0,0,0,0,140963.42192356323,100468.9097579226,72035.73948878216,40634.98439652963,23241.503543645482,15310.805856824038,3747.235847431684,2295.9903426399496,1824.5397455187035,2818.5462330618284,3770.968103717184,3897.1915704032917
32579,154008.98644380402,1,1,2,37,1,1,2,2,2,1,33937.04397624207,36962.63454618328,36096.44982313775,40608.90810115966,40070.167205187325,44067.1277374732,3764.8526796541805,0.0,5122.886135997696,411.32200913429426,4723.414848645534,4212.832702976371
16541,50000.0,1,2,2,27,2,2,0,0,0,0,49079.0,47992.0,48502.0,49170.0,49891.0,50570.0,0.0,1842.0,1770.0,1751.0,3894.0,0.0
15683,20000.0,1,3,2,28,1,2,0,0,0,2,18953.0,14043.0,13266.0,14340.0,15301.0,14916.0,18.0,1600.0,1600.0,1500.0,0.0,1000.0
39425,20000.0,1,3,1,34,3,2,2,3,3,3,1080.7520715573817,1080.7520715573817,1080.7520715573817,1080.7520715573817,1080.7520715573817,957.743785327855,0.0,0.0,0.0,0.0,0.0,0.0
30371,34826.18041151955,2,2,2,23,-1,0,0,0,0,0,1983.7411620748683,3050.0160133349577,3774.868137681069,23287.43828918335,19323.16002748658,14674.354596767555,1860.5055240175705,1705.3403022888883,21263.440066169795,427.599584460632,3167.2926415814945,400.57297415612254
20727,30000.0,1,2,1,36,0,0,4,3,2,2,22261.0,28083.0,27371.0,26645.0,25919.0,27535.0,6200.0,0.0,0.0,0.0,2038.0,1268.0
35725,180000.0,2,2,1,33,0,-1,-1,-1,-1,0,184.8242161257534,184.8242161257534,184.8242161257534,272.1338151544835,573.181848169131,2453.3158148076013,184.8242161257534,184.8242161257534,272.1338151544835,573.181848169131,2064.9581827642237,1700.836344715522
35165,117433.12181297419,1,1,2,37,0,1,0,0,-1,-1,116636.0589800512,84771.637305265,29748.595619303574,8907.692673019412,285.2713699693471,285.2713699693471,872.7385835887741,1189.299490075871,743.3121812974193,289.89175070599356,289.89175070599356,0.0
27023,10000.0,1,3,2,41,0,0,0,0,0,0,4520.0,3483.0,6862.0,8727.0,8148.0,8640.0,2000.0,4946.0,2000.0,1000.0,1000.0,1000.0
1769,50000.0,2,2,1,46,-1,-1,-1,-1,-1,-1,569.0,1436.0,3220.0,6592.0,5085.0,1050.0,1440.0,3224.0,6621.0,5396.0,1050.0,0.0
19079,70000.0,2,1,2,29,0,0,0,0,0,0,66867.0,66502.0,54263.0,47562.0,43735.0,43509.0,3020.0,5040.0,2000.0,2000.0,12000.0,5000.0
44580,20000.0,1,2,1,35,0,1,0,0,0,0,12452.705798146413,12047.324539158846,12767.372247567535,13018.678559745344,13296.821195537901,13949.44332074706,67.3421955548124,1229.419181250178,476.50538250655075,494.65238136285643,882.0420811853834,1000.0
1166,200000.0,1,1,2,52,0,0,0,0,0,0,115702.0,113576.0,109812.0,104567.0,100541.0,96495.0,5517.0,5381.0,3838.0,3589.0,3397.0,3296.0
21358,160000.0,1,2,1,55,0,0,0,0,0,0,155389.0,152162.0,154715.0,155026.0,79051.0,81089.0,6911.0,6500.0,4270.0,2518.0,2994.0,0.0
23889,20000.0,1,2,2,27,-1,-1,-2,-2,-2,-2,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44919,80000.0,2,2,1,27,0,0,0,0,0,0,72113.48000996618,67785.9632977127,45988.41130246133,45870.41356431954,45575.85101566928,45111.01357865327,2832.4408874753813,1846.8711857175588,1681.7565984775906,1718.768441150877,1748.1508428216807,1859.8039691707356
42053,20000.0,1,3,1,34,0,0,0,-1,-1,-1,19768.789604272217,19314.23183043673,311.97760036554774,311.97760036554774,0.0,623.9552007310955,1000.0,311.97760036554774,311.97760036554774,0.0,623.9552007310955,0.0
27171,100000.0,1,1,2,32,0,0,0,0,0,0,83845.0,87580.0,84140.0,86400.0,87275.0,89082.0,4500.0,3300.0,3881.0,2500.0,2519.0,2700.0
6169,360000.0,1,1,2,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22396,130000.0,2,2,1,30,0,0,0,0,0,-1,106796.0,108673.0,104535.0,105349.0,105254.0,120756.0,4000.0,4000.0,6500.0,5400.0,124582.0,10000.0
2419,300000.0,2,1,1,51,0,0,0,0,0,0,108639.0,85818.0,90069.0,85008.0,83983.0,50257.0,4107.0,7346.0,65000.0,2500.0,2022.0,1800.0
32937,122209.132027966,2,2,2,25,1,-1,-1,-1,-1,-1,184.6834375379574,147.57001946812863,224.66872724414196,286.7453372299865,-8300.426016230627,-11980.092826023038,147.57001946812863,265.0958433559197,287.1871636355797,212.96032749592217,375.1106183486264,80322.2229130223
2090,250000.0,2,1,1,42,-1,-1,2,0,-1,2,744.0,2244.0,1372.0,686.0,1522.0,686.0,2186.0,0.0,0.0,1522.0,0.0,4389.0
214,470000.0,1,2,2,27,2,2,2,2,0,0,296573.0,303320.0,307843.0,479978.0,305145.0,309959.0,13000.0,11001.0,0.0,10484.0,10838.0,10367.0
5935,200000.0,2,2,1,34,0,0,0,-1,-1,-2,4798.0,4490.0,5366.0,2141.0,0.0,0.0,1125.0,1000.0,2141.0,0.0,0.0,0.0
11852,200000.0,1,1,1,38,1,-2,-1,0,0,0,-57.0,-382.0,1293.0,968.0,643.0,318.0,0.0,2000.0,0.0,0.0,0.0,1370.0
43698,160000.0,1,1,1,35,0,0,0,0,0,0,147129.37043730484,146667.91849837967,131129.6657852883,68432.9130385232,24386.4148392439,3412.962840978194,6477.429108593848,4831.881114866438,2630.166275951774,3832.6466028681957,3412.962840978194,3412.962840978194
5075,50000.0,2,1,2,27,1,2,0,0,2,2,21824.0,21187.0,23815.0,26418.0,25859.0,29745.0,0.0,3000.0,3000.0,0.0,4500.0,0.0
34404,60000.0,2,2,1,46,1,2,1,2,2,2,59526.37822515597,58879.26194669437,61880.3564929721,59209.917060238346,61159.97316275793,60642.099855919674,722.0646228454245,4615.373369085084,0.0,2995.180078613529,617.6791936732056,1624.4412426594442
1796,280000.0,1,2,1,33,0,0,0,0,0,0,207982.0,196055.0,182099.0,185925.0,188224.0,186529.0,8644.0,6445.0,15934.0,7016.0,6753.0,6008.0
43515,30000.0,1,2,1,30,0,-1,-2,-1,-1,-2,787.2165074521763,0.0,0.0,1255.1202950141123,0.0,0.0,0.0,0.0,1255.1202950141123,0.0,0.0,0.0
25729,290000.0,2,1,2,31,0,0,0,0,0,0,41879.0,42882.0,43992.0,45061.0,46998.0,51046.0,2000.0,2100.0,2100.0,3000.0,5000.0,2050.0
37254,230000.0,1,2,2,29,0,0,-1,-1,-1,-1,1036.2756645126715,1788.659554061807,3682.9885382062903,860.0428748662373,1558.1572147904485,644.5893759210537,843.8126590542441,3754.9938851122524,860.0428748662373,1558.1572147904485,860.0428748662373,1202.5136516372581
26329,350000.0,2,2,2,34,1,-1,2,-1,0,-1,-20.0,630.0,630.0,15722.0,2003.0,7264.0,650.0,0.0,15788.0,10.0,7299.0,13980.0
43164,140000.0,1,1,1,45,0,0,0,0,0,0,135927.71723542488,138317.81082945646,95763.42038475949,96806.06125403299,98672.76187602044,101179.28788884547,6050.8662752003565,3910.3684286853854,3269.5187669224497,3371.6694471688966,4126.535994802678,3400.305395029526
39483,50000.0,2,2,1,42,1,1,1,2,1,1,44697.86461222755,45982.905161790855,47091.81393015847,45292.10548613329,28890.192386235896,27575.00923574664,2187.6882740108585,2023.1752696514245,1405.7356358467248,518.3824635351317,1440.3243965064134,478.81814715083715
3901,50000.0,2,2,2,27,1,2,2,2,2,2,8951.0,8862.0,10061.0,9751.0,11585.0,11250.0,200.0,1500.0,0.0,2000.0,0.0,1600.0
5083,50000.0,2,2,1,52,-1,-1,-2,-2,-2,-1,600.0,972.0,0.0,0.0,0.0,6500.0,972.0,0.0,0.0,0.0,6500.0,1863.0
12832,110000.0,1,1,2,26,0,0,0,0,0,0,110925.0,110909.0,111851.0,153551.0,75749.0,77217.0,5607.0,4400.0,2683.0,5466.0,5000.0,2000.0
44746,270000.0,1,1,1,30,1,1,1,0,0,0,173119.74299228386,182749.33768474695,164926.4815180626,163515.86217728214,146450.19041936076,5285.562442015802,17611.60287028221,922.6201620028467,4075.6956008295224,4968.496641867232,245.25346078556683,7007.241736730481
10015,150000.0,1,2,2,30,-1,-1,-1,-1,-1,-1,8821.0,5943.0,6569.0,24604.0,4878.0,1477.0,5964.0,6588.0,24677.0,4896.0,1477.0,4303.0
10186,50000.0,2,1,2,22,2,2,2,0,0,0,41632.0,44069.0,37395.0,32284.0,32805.0,33751.0,3509.0,0.0,1302.0,1191.0,1492.0,1949.0
28657,50000.0,2,3,1,46,0,0,0,0,2,-1,58141.0,58544.0,56850.0,4359.0,816.0,766.0,2200.0,3000.0,1218.0,0.0,1000.0,2934.0
45546,180000.0,2,2,1,38,0,0,0,0,0,0,175639.29212396615,168794.64184852087,163419.17571016785,126149.06281589055,125727.98721987213,123048.50034341861,7469.450909244961,7431.343523960119,5007.6161130037835,4774.971479188173,4477.867831309728,4781.078087622687
4487,20000.0,1,1,2,24,-1,-1,-1,-1,-1,-1,3808.0,4470.0,8176.0,7909.0,2948.0,1220.0,4515.0,8186.0,7913.0,3049.0,1624.0,3800.0
16176,50000.0,2,2,1,47,0,0,0,0,0,0,49571.0,37680.0,31932.0,25300.0,18902.0,18920.0,2000.0,1812.0,2000.0,664.0,700.0,709.0
32673,20000.0,1,2,2,25,0,2,1,1,0,0,17964.684231335596,17383.546207386582,17513.408682804216,17972.854142170072,18416.166716946413,18689.83547820835,0.0,704.1554394941121,1037.0649701923876,1053.5861778362812,856.3373248357075,685.9210578338993
45210,60000.0,1,1,1,33,0,1,0,0,0,0,61100.799562796594,54873.6206205288,59661.525409627786,59670.59718455223,30360.898502112137,36631.63220441586,855.9929548585155,6716.8361511459125,2613.023076465409,1165.5590538054214,7483.953487558014,2306.5373530260126
6679,110000.0,2,1,2,25,1,2,-1,-1,0,0,4382.0,1972.0,1426.0,5660.0,5660.0,0.0,5.0,1426.0,5660.0,0.0,0.0,0.0
30784,59551.11588422912,1,2,2,51,1,2,0,0,0,2,8624.93361481298,8339.639374452909,9100.742365348604,10154.402983534545,11897.985520715398,11563.993044291063,0.0,1044.8884115770882,1215.8552189835782,1932.6673826343679,0.08977682315417623,1073.066953053747
7660,80000.0,1,3,2,44,2,0,0,0,-2,-2,78950.0,79788.0,70319.0,0.0,0.0,0.0,2815.0,1858.0,0.0,0.0,0.0,0.0
41667,50000.0,1,2,1,46,0,0,0,0,0,0,44344.131530673796,44167.202873433904,34077.886763615206,18627.578979550806,18500.572241648624,21762.068392027468,1999.8228218881075,1878.3656327107292,1223.6668005134622,772.0180843640916,789.2785448538765,809.4157487586255
27873,340000.0,2,2,2,27,0,0,0,0,-1,0,59322.0,70886.0,81480.0,13580.0,22474.0,70590.0,20063.0,20385.0,6157.0,22533.0,60052.0,30059.0
10901,210000.0,2,1,1,32,-1,-1,-1,-1,-1,-1,8600.0,0.0,4231.0,4221.0,4221.0,4483.0,0.0,4231.0,4221.0,4221.0,4483.0,4300.0
35516,353264.19768317277,1,1,1,36,0,-1,-1,-1,-1,-1,123.93974734438592,732.5194866697246,114.17283398498648,315.5733232581201,25489.672595516917,1714.3164955144416,818.7367716103478,200.39011892560958,401.79060819874326,25575.88988045754,1976.2843997571042,803.9180065133279
38183,416597.48191927694,1,2,1,34,1,0,0,0,0,0,84079.02566218306,86385.22164398567,88065.44212085009,83127.32496103909,72571.5887929065,72468.61563480688,4310.651250952698,3415.817626565062,3647.6008893382373,2512.150377789787,2630.421216268661,3344.674374523651
18922,390000.0,2,1,2,28,0,0,0,-2,-2,-2,202248.0,205150.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0
27919,80000.0,2,1,2,27,-1,3,2,2,2,0,2127.0,1948.0,1770.0,3104.0,2946.0,2844.0,0.0,0.0,1400.0,0.0,57.0,816.0
10565,60000.0,2,2,2,24,-1,0,0,0,0,0,57147.0,58104.0,58311.0,58828.0,58945.0,57918.0,3000.0,3000.0,2500.0,2100.0,4000.0,2100.0
27257,140000.0,1,3,1,42,0,0,0,0,0,0,137952.0,141168.0,143215.0,61586.0,70626.0,72723.0,7000.0,6110.0,5000.0,10014.0,5011.0,5005.0
37324,50340.49381553563,1,1,2,25,0,0,0,0,0,-1,9832.51698367629,24954.56484259374,15227.87343046431,6914.696495510441,7902.749273750957,2189.9225426321204,24873.220870062276,15163.732407293415,6829.028251521679,7889.878607523711,2201.1588385447963,6395.119167010728
13872,50000.0,1,2,2,26,2,0,0,0,0,0,24724.0,49102.0,49885.0,25773.0,25544.0,26264.0,25000.0,2010.0,796.0,957.0,1175.0,0.0
45124,170000.0,1,2,1,38,0,1,1,1,1,0,92719.17228142102,90046.86107233682,86908.10955695363,71995.88795288617,61214.71651492252,57353.6432738805,3741.890168595907,1258.9155763631509,3612.450685648347,987.6827092770648,2351.9511860426255,2652.3655557793654
15442,60000.0,1,2,2,24,-1,-1,-1,0,0,-1,836.0,836.0,6842.0,4603.0,3884.0,760.0,836.0,6842.0,1000.0,117.0,760.0,10038.0
4860,210000.0,1,2,1,41,2,2,2,2,2,2,87705.0,90376.0,90687.0,91888.0,93852.0,95734.0,4800.0,2500.0,3900.0,3400.0,3400.0,3400.0
17600,80000.0,2,2,2,31,0,0,2,0,0,2,51160.0,54207.0,52775.0,53906.0,60099.0,61402.0,4500.0,0.0,2000.0,7100.0,2400.0,0.0
21402,50000.0,2,3,2,26,0,0,0,-2,-2,-1,6450.0,10744.0,0.0,0.0,0.0,239.0,4500.0,0.0,0.0,0.0,239.0,3363.0
6722,560000.0,1,1,1,47,-1,-1,-1,-1,-1,-1,10501.0,69458.0,23445.0,105199.0,47519.0,73537.0,69803.0,23560.0,109726.0,48237.0,74014.0,19443.0
19242,160000.0,2,2,1,41,-1,-1,-1,-1,-1,-1,8091.0,5344.0,5117.0,4730.0,6634.0,3477.0,5344.0,5124.0,4730.0,6635.0,3477.0,2979.0
35624,30000.0,1,2,1,38,0,2,1,1,1,1,21653.2550082801,21452.26276523481,21227.939492988102,23137.706926444953,22810.208560748615,24099.187463812097,365.2237149087313,340.8754672481493,2268.8195736440066,267.83072426640297,1779.1869790024277,1263.9084497374638
20882,500000.0,1,1,2,32,-1,0,0,0,-1,-1,27318.0,46364.0,30327.0,16314.0,1151.0,3074.0,40019.0,16107.0,3325.0,1151.0,3074.0,4984.0
8085,500000.0,1,2,2,35,0,0,0,0,0,0,207237.0,224007.0,275615.0,220088.0,216482.0,136086.0,20001.0,30168.0,6022.0,6375.0,5005.0,5000.0
17724,30000.0,2,3,1,50,2,2,2,2,-1,0,29468.0,29688.0,28919.0,28000.0,13393.0,10539.0,1000.0,159.0,28426.0,24682.0,12.0,0.0
34060,50000.0,1,1,1,42,0,0,0,0,0,0,53818.09757447058,51586.0538377988,50350.38942583919,49514.61768903608,47703.74591764177,50122.76523816852,2895.67503921773,1939.3650096941578,1655.4676797830195,1612.9860357360546,11417.349547462269,1696.200685423075
18117,200000.0,1,3,1,42,0,0,0,2,0,0,151392.0,148467.0,153409.0,145476.0,119025.0,115255.0,7000.0,14834.0,0.0,4575.0,4180.0,4634.0
29788,140000.0,1,3,1,41,-1,-1,-1,-1,0,-1,1476.0,2139.0,0.0,1686.0,1686.0,205.0,2139.0,0.0,1686.0,0.0,205.0,6689.0
7444,30000.0,2,3,2,25,0,0,0,0,0,0,20983.0,22636.0,24417.0,27020.0,28107.0,28727.0,2000.0,2500.0,3000.0,1500.0,1056.0,544.0
1389,20000.0,2,2,2,22,0,0,2,0,0,2,11192.0,15677.0,15133.0,15582.0,16677.0,16259.0,5000.0,0.0,1000.0,1500.0,0.0,700.0
19634,300000.0,2,2,2,41,-1,-1,-1,-1,-1,-1,1215.0,43909.0,27785.0,5221.0,1278.0,3245.0,43943.0,27863.0,5234.0,1278.0,3245.0,22.0
3236,120000.0,2,1,1,41,0,0,0,0,0,0,118847.0,113190.0,114113.0,111593.0,112533.0,111672.0,5000.0,6000.0,5000.0,5000.0,5000.0,5000.0
17616,500000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,1779.0,644.0,1138.0,643.0,628.0,905.0,644.0,1138.0,643.0,630.0,905.0,3111.0
30436,140787.84899893714,1,1,1,35,2,0,0,0,0,0,74937.44718740243,74017.7757173148,65743.39671735039,54014.86226991065,48507.87192125244,42033.60276837741,4095.408513771288,3693.605524313344,3411.051848019996,1842.430200212571,2358.3447499911013,1685.0528310550706
33997,160000.0,1,1,1,37,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,221.64273454834094,0.0,0.0,0.0,0.0,221.64273454834094,0.0
2890,150000.0,2,2,1,36,0,0,0,0,0,0,296846.0,301634.0,314201.0,84135.0,90500.0,0.0,7143.0,13700.0,15000.0,7500.0,0.0,0.0
24667,200000.0,1,1,1,41,-2,-2,-2,-2,-2,-2,10799.0,1208.0,1585.0,1470.0,1273.0,1000.0,1213.0,1585.0,1470.0,1273.0,1000.0,1555.0
1471,20000.0,1,2,2,21,0,0,2,0,0,-2,19277.0,20997.0,20200.0,20000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
12320,210000.0,1,1,1,40,0,0,2,0,0,2,130868.0,138909.0,135322.0,136339.0,143681.0,140425.0,11760.0,0.0,4546.0,9524.0,2.0,4756.0
41496,120000.0,2,1,1,32,0,-1,-1,-1,-1,-1,2303.075092256402,180.89271087790857,180.89271087790857,180.89271087790857,0.0,361.78542175581714,180.89271087790857,180.89271087790857,180.89271087790857,0.0,361.78542175581714,180.89271087790857
249,50000.0,1,3,1,46,0,0,0,0,0,0,35713.0,15392.0,16099.0,16418.0,16765.0,17484.0,1561.0,1268.0,587.0,611.0,1000.0,2000.0
13131,60000.0,1,2,2,28,0,0,0,0,0,0,55731.0,57239.0,57183.0,24564.0,24155.0,25023.0,3000.0,1800.0,1000.0,1100.0,1200.0,1500.0
37052,170000.0,1,1,1,54,0,0,0,0,0,0,167398.54815348962,169544.057187781,111925.10145634893,93974.77572406968,86444.32934202663,84082.13849053772,6067.004943214948,4948.067193076764,3548.145256895599,3259.2737155220066,3155.5642293132037,3307.418972417605
30264,50000.0,1,1,2,30,0,0,-1,0,0,0,687.8642234510144,1112.7281621938257,3637.372632783774,296.67587184118076,885.8220812393213,1921.9043817966449,1332.8293445833965,3706.9263538333057,130.00695523276983,613.1974961162028,1639.7892889415343,260.01391046553965
14417,400000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,1919.0,7381.0,2691.0,1781.0,7123.0,1470.0,7389.0,2691.0,1781.0,7123.0,1470.0,37546.0
22088,90000.0,2,2,2,28,-1,-1,-1,-1,-1,-1,2943.0,906.0,669.0,0.0,400.0,182.0,906.0,669.0,0.0,400.0,182.0,5634.0
543,100000.0,2,1,2,24,0,0,0,0,-1,-1,30092.0,30486.0,30178.0,29735.0,14718.0,29427.0,1553.0,5000.0,87.0,14761.0,29514.0,330.0
7855,20000.0,2,2,2,22,0,0,0,0,0,0,19248.0,20054.0,19133.0,19397.0,19702.0,20506.0,2000.0,1300.0,678.0,706.0,2037.0,0.0
34743,50000.0,1,2,1,36,2,0,0,0,0,0,28502.935329236378,29354.5080504297,30086.7845628647,30279.753593084573,30454.55983860232,31847.979439416118,1611.7305495885403,1544.9795588030286,1055.160678985494,1061.3462588924372,2056.265487269413,306.2438046163651
6598,240000.0,1,1,2,33,0,0,0,0,-2,-2,47742.0,27044.0,24007.0,0.0,0.0,0.0,1898.0,1006.0,0.0,0.0,0.0,0.0
37283,30000.0,1,2,1,26,1,0,0,2,2,2,20655.859200574407,21706.425054423602,24217.75542232305,24461.974961210442,24843.96656283378,25331.611888580417,1700.0,3175.9582426273328,937.9791213136663,1062.0208786863336,1031.7770334450329,1062.08289956502
36702,110000.0,2,1,1,28,0,0,0,-1,-1,0,2478.2194983287695,3234.6878286677957,2906.1314972843084,1237.6559093363248,4011.1268253253347,4011.1268253253347,3207.175835641924,1643.8695508115766,1237.6559093363248,4011.1268253253347,303.5582413626999,303.5582413626999
34034,200000.0,1,2,1,35,2,2,2,2,2,0,114120.82437720038,113494.51831134364,116536.9727117921,120597.69961507487,117170.66536487865,120120.09762940241,2716.4382283686396,5604.298354500692,7484.779418177186,0.0,5000.0,4392.535015112434
27173,160000.0,1,3,1,33,-1,-1,-1,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0
